Date,Open,High,Low,Close,Adj Close,Volume
1999-12-01,null,null,null,null,null,null
2000-01-01,68.375000,69.000000,53.500000,54.750000,38.193451,135751100
2000-02-01,55.000000,60.125000,43.437500,48.750000,34.007870,230040300
2000-03-01,49.875000,60.750000,45.625000,56.500000,39.414249,231782500
2000-04-01,56.625000,64.937500,51.750000,55.375000,38.678040,136390700
2000-05-01,56.375000,60.000000,49.500000,57.625000,40.249622,144407300
2000-06-01,57.125000,60.062500,51.625000,57.625000,40.249622,129622000
2000-07-01,57.250000,62.937500,54.250000,55.250000,38.632896,107293500
2000-08-01,54.000000,57.625000,47.125000,47.625000,33.301189,192477600
2000-09-01,47.562500,54.750000,46.875000,48.125000,33.650829,150950500
2000-10-01,48.187500,48.625000,41.437500,45.375000,31.763210,217333800
2000-11-01,46.500000,52.187500,42.562500,52.187500,36.532059,196379900
2000-12-01,52.625000,55.937500,46.937500,53.125000,37.188335,172787800
2001-01-01,53.125000,58.750000,50.437500,56.799999,39.810646,179925700
2001-02-01,56.799999,56.799999,48.049999,50.090000,35.107662,136950200
2001-03-01,49.250000,51.900002,45.200001,50.500000,35.395035,169447700
2001-04-01,50.000000,53.299999,47.410000,51.740002,36.317245,149743600
2001-05-01,51.720001,54.750000,51.000000,51.750000,36.324257,146569900
2001-06-01,51.540001,52.450001,48.000000,48.799999,34.253609,122370700
2001-07-01,48.950001,56.500000,46.709999,55.900002,39.293522,154027100
2001-08-01,55.400002,56.770000,47.240002,48.049999,33.775543,151455300
2001-09-01,48.230000,49.950001,42.000000,49.500000,34.794785,174327700
2001-10-01,49.500000,54.750000,48.139999,51.400002,36.186199,187933400
2001-11-01,51.200001,56.240002,50.860001,55.150002,38.826244,158067900
2001-12-01,55.060001,58.740002,53.029999,57.549999,40.515873,135601900
2002-01-01,57.650002,59.980000,55.310001,59.980000,42.279663,150831500
2002-02-01,59.700001,62.880001,58.099998,62.009998,43.710609,151688900
2002-03-01,62.200001,63.939999,60.299999,61.299999,43.210144,151343400
2002-04-01,60.349998,61.849998,55.459999,55.860001,39.422096,173902500
2002-05-01,55.599998,59.299999,53.610001,54.099998,38.180004,174180400
2002-06-01,54.180000,58.880001,52.000000,55.009998,38.822208,198082500
2002-07-01,55.299999,56.700001,43.720001,49.180000,34.752323,256873400
