Date,Open,High,Low,Close,Adj Close,Volume
2015-07-01,88.190002,88.190002,71.000000,79.470001,68.491585,112568200
2015-08-01,80.000000,81.190002,61.419998,72.660004,63.063416,78206700
2015-09-01,71.230003,77.760002,68.650002,70.580002,61.258133,74943100
2015-10-01,71.269997,79.940002,69.370003,77.970001,67.672104,58053100
2015-11-01,78.430000,78.930000,70.250000,73.690002,63.957378,69191300
2015-12-01,74.230003,75.000000,69.389999,72.760002,63.657803,81390700
2016-01-01,71.379997,78.220001,68.180000,78.059998,68.855011,80775800
2016-02-01,77.370003,78.900002,70.010002,77.019997,67.937653,93718300
2016-03-01,77.660004,79.050003,75.550003,78.559998,69.296059,77769600
2016-04-01,78.529999,79.550003,76.640999,78.070000,69.376709,55299300
2016-05-01,78.070000,86.660004,78.000000,83.190002,73.926598,77885700
2016-06-01,83.089996,88.629997,82.500000,88.480003,79.168045,71540200
2016-07-01,88.580002,90.260002,85.199997,86.389999,77.298012,51883600
2016-08-01,86.300003,90.489998,84.250000,89.489998,80.071739,52562500
2016-09-01,89.570000,90.540001,85.349998,89.510002,80.630356,50505300
2016-10-01,89.250000,90.150002,86.500000,88.949997,80.125923,47821800
2016-11-01,89.000000,89.180000,79.919998,81.650002,73.550087,80046100
2016-12-01,81.510002,88.160004,79.690002,87.320000,79.223503,64481400
2017-01-01,87.849998,89.900002,85.410004,89.290001,81.010834,49506500
2017-02-01,88.889999,97.769997,86.349998,91.510002,83.025002,100847600
2017-03-01,91.769997,93.669998,90.440002,90.809998,82.389893,51366800
2017-04-01,90.800003,92.894997,89.830002,90.389999,82.550095,42776600
2017-05-01,90.650002,93.089996,87.139999,92.199997,84.203110,53362000
2017-06-01,92.349998,93.879997,85.449997,85.639999,78.742279,63203900
2017-07-01,85.959999,90.379997,82.199997,87.459999,80.415688,58129400
2017-08-01,87.379997,87.769997,80.290001,80.750000,74.246132,72590600
2017-09-01,80.750000,82.980003,77.400002,77.550003,71.821381,71009400
2017-10-01,77.550003,78.940002,75.209999,77.330002,71.617630,76765000
2017-11-01,77.709999,82.180000,75.510002,81.370003,75.359192,76815400
2017-12-01,80.949997,82.480003,77.070000,77.760002,72.591774,65811600
2018-01-01,78.220001,80.669998,76.599998,78.389999,73.179893,81426700
2018-02-01,78.120003,78.949997,67.029999,67.050003,62.593601,125645200
2018-03-01,67.139999,67.988998,59.950001,62.290001,58.149960,107585100
2018-04-01,61.939999,62.000000,56.110001,56.380001,53.124958,118256800
2018-05-01,56.320000,59.860001,54.110001,57.480000,54.161449,125418600
2018-06-01,57.639999,64.540001,57.009998,62.820000,59.823776,96729700
2018-07-01,62.500000,64.750000,58.939999,60.250000,57.376354,86945600
2018-08-01,60.000000,64.989998,57.630001,58.270000,55.490788,137580700
2018-09-01,58.450001,59.910000,54.320000,55.110001,53.042542,127200200
2018-10-01,55.490002,58.080002,53.029999,54.970001,52.907795,150233200
2018-11-01,55.130001,56.500000,50.410999,51.119999,49.202229,143400400
2018-12-01,51.400002,51.689999,41.599998,43.040001,41.923107,151107200
2019-01-01,42.750000,48.099998,42.285000,48.060001,46.812840,137561900
2019-02-01,48.139999,48.660000,31.820000,33.189999,32.328712,375185700
2019-03-01,33.410000,33.549999,31.530001,32.650002,31.802729,241950300
2019-04-01,32.799999,33.779999,32.020000,33.240002,32.776402,153245600
2019-05-01,33.200001,33.570000,26.959999,27.650000,27.264364,200756800
2019-06-01,27.680000,31.500000,27.670000,31.040001,31.040001,223225900
2019-07-01,31.260000,32.389999,30.230000,32.009998,32.009998,134462300
2019-08-01,32.099998,33.250000,24.885000,25.059999,25.059999,165171900
2019-08-15,25.500000,25.570000,24.885000,25.059999,25.059999,9975047
