Date,Open,High,Low,Close,Adj Close,Volume
1999-12-01,null,null,null,null,null,null
2000-01-01,35.375000,38.625000,33.187500,34.125000,21.230759,95170300
2000-02-01,34.000000,35.125000,32.125000,32.125000,19.986462,84131900
2000-03-01,32.000000,36.062500,29.687500,34.875000,21.697363,106743700
2000-04-01,34.625000,38.312500,34.625000,36.687500,22.926062,68836700
2000-05-01,36.437500,41.125000,36.125000,40.687500,25.425653,84691100
2000-06-01,40.437500,44.546875,39.312500,44.437500,27.769054,93465700
2000-07-01,43.875000,46.250000,39.687500,45.812500,28.726368,79396900
2000-08-01,45.187500,47.062500,41.187500,42.640625,26.737476,65498400
2000-09-01,42.500000,47.125000,41.312500,46.000000,28.843950,53764500
2000-10-01,46.625000,49.250000,44.375000,48.437500,30.472158,86172700
2000-11-01,48.312500,49.437500,43.312500,45.375000,28.545538,90211000
2000-12-01,45.875000,49.937500,41.500000,49.562500,31.179892,109797300
2001-01-01,49.375000,49.500000,42.250000,44.070000,27.812664,99386800
2001-02-01,43.669998,48.790001,42.750000,46.080002,29.081190,84004800
2001-03-01,45.500000,47.099998,40.250000,43.950001,27.736942,89355600
2001-04-01,43.700001,44.959999,40.900002,43.810001,27.733347,90490900
2001-05-01,44.250000,46.610001,43.590000,44.759998,28.334717,74911200
2001-06-01,44.759998,45.820000,43.080002,44.200001,27.980221,77161600
2001-07-01,44.349998,47.650002,44.299999,46.630001,29.612673,84405100
2001-08-01,46.639999,47.709999,43.599998,47.000000,29.847639,155979100
2001-09-01,47.340000,49.799999,45.759998,48.500000,30.800228,138978300
2001-10-01,48.939999,50.000000,46.869999,48.709999,31.028694,112170000
2001-11-01,48.450001,50.459999,47.740002,48.630001,30.977736,79831800
2001-12-01,48.529999,49.799999,46.450001,48.689999,31.015957,81435600
2002-01-01,48.500000,50.119999,47.430000,50.090000,32.003513,89718200
2002-02-01,49.750000,51.200001,47.599998,50.500000,32.265469,84313100
2002-03-01,50.939999,51.990002,48.869999,51.500000,32.904377,80560000
2002-04-01,51.650002,53.500000,49.880001,51.900002,33.255661,90370200
2002-05-01,51.950001,53.230000,50.029999,51.980000,33.306927,79577700
2002-06-01,51.700001,52.180000,47.209999,48.200001,30.884825,86108100
2002-07-01,48.290001,49.130001,35.009998,42.939999,27.594332,192827300
2002-08-01,42.939999,45.209999,38.849998,39.549999,25.415833,139704500
2002-09-01,39.549999,41.400002,34.000000,36.950001,23.745012,130733200
2002-10-01,37.009998,45.160000,35.590000,44.099998,28.450848,162968200
2002-11-01,43.750000,45.299999,40.799999,42.480000,27.405725,95409700
2002-12-01,42.490002,43.970001,40.310001,42.220001,27.237988,96262600
2003-01-01,42.119999,44.060001,38.580002,40.480000,26.207066,89522900
2003-02-01,40.279999,41.900002,37.849998,38.320000,24.808662,88179900
2003-03-01,38.470001,41.500000,36.240002,40.000000,25.896318,99398800
2003-04-01,40.000000,43.619999,38.060001,43.279999,28.131741,109792500
2003-05-01,43.169998,44.599998,42.380001,44.200001,28.729750,75311600
2003-06-01,44.720001,45.500000,43.099998,44.500000,28.924738,76526600
2003-07-01,44.250000,47.980000,43.759998,46.070000,30.053572,103151000
2003-08-01,45.500000,45.980000,43.349998,44.540001,29.055477,70453500
2003-09-01,44.340000,46.520000,44.099998,45.830002,29.897020,70414500
2003-10-01,46.369999,48.880001,46.189999,47.820000,31.307621,84236100
2003-11-01,47.810001,48.240002,46.689999,48.119999,31.504036,60992100
2003-12-01,48.009998,48.869999,46.110001,46.619999,30.521982,92578300
2004-01-01,46.939999,48.009998,45.299999,47.259998,31.045776,105541900
2004-02-01,47.500000,52.419998,47.070000,51.900002,34.093880,105503800
2004-03-01,51.910000,54.000000,50.279999,53.849998,35.374866,96949500
2004-04-01,53.709999,55.480000,53.599998,54.490002,35.904171,91650500
2004-05-01,54.750000,55.029999,52.630001,53.369999,35.166183,71741400
2004-06-01,53.049999,55.709999,52.950001,53.880001,35.502247,71065400
2004-07-01,53.970001,54.340000,49.369999,50.000000,33.084137,87363300
2004-08-01,49.770000,52.250000,48.410000,50.000000,33.084137,84253300
2004-09-01,50.060001,51.200001,47.369999,48.650002,32.190876,96994400
2004-10-01,49.400002,50.669998,47.650002,49.580002,32.954708,82809800
2004-11-01,49.500000,52.490002,48.410000,49.910000,33.174053,75677400
2004-12-01,50.009998,53.000000,50.000000,52.200001,34.696163,70268100
2005-01-01,52.230000,54.419998,51.340000,53.700001,35.856514,74653600
2005-02-01,53.450001,55.709999,52.849998,53.860001,35.963345,65597900
2005-03-01,53.799999,54.349998,51.750000,53.029999,35.409153,76160800
2005-04-01,53.299999,55.700001,52.509998,55.639999,37.311275,87740900
2005-05-01,55.349998,57.200001,55.349998,56.259998,37.727047,72623200
2005-06-01,56.150002,57.040001,53.750000,53.930000,36.164581,75586800
2005-07-01,53.000000,55.790001,52.070000,54.529999,36.737804,90193400
2005-08-01,53.950001,55.630001,53.750000,54.849998,36.953388,72312000
2005-09-01,54.700001,57.029999,53.549999,56.709999,38.206516,84044500
2005-10-01,56.709999,59.389999,56.360001,59.080002,39.991615,94761300
2005-11-01,59.000000,60.099998,57.720001,59.200001,40.072853,76990500
2005-12-01,59.849998,60.340000,58.689999,59.080002,39.991615,63374000
2006-01-01,59.919998,59.970001,56.000000,57.180000,38.874771,75013300
2006-02-01,56.810001,59.900002,56.529999,59.110001,40.186913,77367000
2006-03-01,59.040001,60.549999,57.740002,57.790001,39.289494,85047900
2006-04-01,58.240002,58.650002,56.509998,58.240002,39.768452,80296400
2006-05-01,58.250000,60.770000,57.689999,60.459999,41.284355,97511700
2006-06-01,60.369999,61.189999,58.549999,60.040001,40.997559,91102800
2006-07-01,60.599998,63.980000,60.070000,63.380001,43.493828,88449100
2006-08-01,63.200001,65.989998,62.310001,65.279999,44.797695,83440900
2006-09-01,65.720001,65.989998,64.050003,65.260002,44.783978,74542900
2006-10-01,65.190002,65.300003,61.950001,63.439999,43.736256,111181400
2006-11-01,63.369999,63.750000,61.150002,61.970001,42.722828,101197600
2006-12-01,62.000000,64.169998,61.459999,62.549999,43.122677,79281000
2007-01-01,62.700001,65.540001,62.290001,65.239998,45.188461,102136600
2007-02-01,65.000000,65.389999,62.500000,63.150002,43.740822,106813600
2007-03-01,62.750000,64.330002,61.889999,63.560001,44.024796,123661100
2007-04-01,63.150002,67.400002,62.869999,66.089996,45.995335,120272600
2007-05-01,66.150002,69.639999,65.970001,68.330002,47.554279,114092200
2007-06-01,68.650002,68.959999,64.250000,64.849998,45.132343,121884200
2007-07-01,65.379997,68.959999,64.250000,65.620003,45.922901,168929100
2007-08-01,65.110001,70.250000,65.099998,68.029999,47.609501,142197300
2007-09-01,68.339996,73.290001,66.629997,73.260002,51.269623,111300400
2007-10-01,73.540001,74.320000,69.980003,73.720001,51.875076,129902300
2007-11-01,73.489998,77.410004,72.000000,77.180000,54.309803,125057600
2007-12-01,77.510002,79.000000,75.620003,75.900002,53.409092,95676900
2008-01-01,76.410004,79.790001,66.300003,68.050003,48.120640,181747100
2008-02-01,68.339996,72.750000,66.320000,69.559998,49.188416,137175100
2008-03-01,69.550003,72.349998,67.949997,72.199997,51.055271,122879100
2008-04-01,71.889999,72.169998,67.209999,68.529999,48.720936,134345300
2008-05-01,68.459999,69.820000,66.809998,68.300003,48.557404,125378800
2008-06-01,68.110001,68.269997,63.310001,63.590000,45.208870,169473600
2008-07-01,63.279999,68.019997,63.279999,66.559998,47.622211,167346700
2008-08-01,66.820000,70.830002,66.360001,68.480003,48.995953,120167900
2008-09-01,68.889999,75.250000,68.139999,71.269997,50.992134,189218100
2008-10-01,70.660004,72.239998,50.410000,57.009998,41.040535,317682300
2008-11-01,56.970001,59.230000,49.740002,56.700001,40.817364,186465600
2008-12-01,55.560001,56.400002,51.009998,54.770000,39.427986,155720500
2009-01-01,54.930000,56.930000,43.779999,50.230000,36.444176,154769000
2009-02-01,49.759998,53.639999,48.139999,48.139999,34.927780,156466600
2009-03-01,47.310001,53.200001,45.389999,51.480000,37.351112,197319200
2009-04-01,51.009998,56.950001,47.500000,49.759998,36.422535,201127300
2009-05-01,49.759998,52.500000,48.820000,52.049999,38.098736,185319100
2009-06-01,52.270000,55.730000,52.110001,54.959999,40.228745,179646500
2009-07-01,55.119999,57.700001,54.299999,56.750000,41.879326,165687700
2009-08-01,56.980000,59.639999,55.860001,56.669998,41.820278,167443500
2009-09-01,56.599998,60.000000,55.689999,58.660000,43.288826,165865300
2009-10-01,58.700001,62.750000,58.270000,60.549999,45.043934,176616900
2009-11-01,60.790001,63.270000,59.619999,62.220001,46.286270,109470500
2009-12-01,62.680000,64.480003,58.770000,60.799999,45.229900,162542300
2010-01-01,61.189999,62.919998,59.119999,59.619999,44.666790,142469300
2010-02-01,59.930000,62.919998,58.750000,62.470001,46.801983,148204600
2010-03-01,62.650002,67.000000,62.470001,66.160004,49.566502,172788600
2010-04-01,66.320000,66.680000,63.599998,65.220001,49.209354,148257700
2010-05-01,65.279999,67.610001,61.040001,62.889999,47.451336,193736600
2010-06-01,62.660000,64.790001,60.500000,60.950001,45.987579,172677100
2010-07-01,61.130001,65.790001,60.320000,64.910004,49.352917,141030200
2010-08-01,65.470001,66.830002,63.180000,64.180000,48.797878,113423100
2010-09-01,64.519997,67.309998,64.519997,66.440002,50.516232,114594000
2010-10-01,66.760002,68.110001,63.779999,65.300003,50.393257,156983100
2010-11-01,65.489998,66.099998,63.430000,64.629997,49.876213,131219500
2010-12-01,64.790001,66.510002,64.279999,65.330002,50.416401,119167100
2011-01-01,65.910004,67.459999,64.089996,64.309998,50.000607,135788100
2011-02-01,64.529999,65.139999,62.560001,63.419998,49.308632,169952600
2011-03-01,63.689999,65.330002,62.049999,64.410004,50.078354,155291700
2011-04-01,64.870003,69.940002,64.470001,68.889999,53.971371,112344300
2011-05-01,69.239998,71.889999,68.459999,71.120003,55.718460,129381000
2011-06-01,70.580002,70.870003,67.459999,70.430000,55.177883,144358800
2011-07-01,70.080002,70.750000,63.549999,64.040001,50.537632,168592300
2011-08-01,64.220001,65.480003,60.099998,64.430000,50.845394,284855800
2011-09-01,64.379997,64.879997,59.250000,61.900002,49.241882,232660100
2011-10-01,61.590000,63.619999,58.500000,62.950001,50.077175,180767300
2011-11-01,62.110001,66.650002,61.560001,64.000000,50.912445,166212200
2011-12-01,64.269997,66.779999,63.830002,66.349998,53.212372,106578400
2012-01-01,66.860001,67.190002,64.129997,65.669998,52.667011,120704200
2012-02-01,65.989998,66.980003,62.330002,62.939999,50.477558,213830000
2012-03-01,63.049999,66.500000,62.150002,66.349998,53.648705,138520100
2012-04-01,66.260002,66.860001,64.639999,66.000000,53.365707,120469200
2012-05-01,65.919998,69.339996,65.680000,67.849998,54.861576,186868900
2012-06-01,67.019997,70.660004,66.660004,70.660004,57.580475,132167300
2012-07-01,70.339996,72.940002,68.459999,72.730003,59.267323,123402100
2012-08-01,72.790001,73.660004,71.089996,72.430000,59.022846,117388900
2012-09-01,72.550003,72.680000,69.959999,70.769997,57.670105,106262700
2012-10-01,70.699997,71.470001,68.230003,69.239998,56.845276,117614900
2012-11-01,69.250000,70.639999,67.720001,70.209999,57.641628,100168400
2012-12-01,70.320000,70.889999,67.389999,68.430000,56.180271,98276000
2013-01-01,69.180000,73.459999,68.639999,72.849998,60.272343,120185200
2013-02-01,73.080002,76.330002,70.980003,75.769997,62.688194,122822500
2013-03-01,75.550003,79.269997,75.370003,79.110001,65.919670,108962100
2013-04-01,78.760002,84.320000,78.250000,82.470001,68.719437,123909700
2013-05-01,82.360001,84.779999,80.699997,80.769997,67.302872,92016900
2013-06-01,80.669998,83.190002,78.199997,81.790001,68.152817,112685400
2013-07-01,81.959999,87.059998,80.290001,83.540001,70.098801,111819000
2013-08-01,84.040001,85.430000,78.610001,79.730003,66.901825,93237000
2013-09-01,80.480003,82.940002,78.320000,79.500000,66.708817,92056100
2013-10-01,79.379997,85.500000,78.669998,84.089996,71.063583,109417600
2013-11-01,84.150002,86.730003,83.830002,84.459999,71.376274,79017100
2013-12-01,84.430000,84.519997,79.959999,82.940002,70.091736,99693900
2014-01-01,82.930000,83.989998,79.900002,80.360001,68.374855,102347400
2014-02-01,80.349998,81.849998,77.010002,80.070000,68.128120,143431700
2014-03-01,79.169998,83.800003,79.099998,83.500000,71.046555,118964900
2014-04-01,83.070000,87.000000,81.989998,85.889999,73.597145,116138500
