Date,Open,High,Low,Close,Adj Close,Volume
2004-08-01,49.813286,56.528118,47.800831,50.993862,50.993862,134241100
2004-09-01,51.158245,67.257904,49.285267,64.558022,64.558022,213503200
2004-10-01,65.155777,99.601669,64.209328,94.964050,94.964050,516060900
2004-11-01,96.413620,100.423584,80.353813,90.650223,90.650223,557267200
2004-12-01,90.635277,99.566803,83.920448,96.035034,96.035034,291772100
2005-01-01,98.331429,102.266678,87.815842,97.444756,97.444756,411865800
2005-02-01,96.827072,107.995209,90.162048,93.643997,93.643997,653658400
2005-03-01,94.291573,94.570526,85.962791,89.917969,89.917969,345184900
2005-04-01,90.540634,111.950386,89.584213,109.589233,109.589233,455080000
2005-05-01,110.610405,138.680191,109.693840,138.117310,138.117310,509437700
2005-06-01,141.071228,154.047592,133.215668,146.525787,146.525787,780916900
2005-07-01,146.969116,158.306625,142.959152,143.342712,143.342712,411432500
2005-08-01,143.522049,149.300385,136.164627,142.466003,142.466003,287013100
2005-09-01,142.421173,159.875748,141.967865,157.639130,157.639130,341579700
2005-10-01,156.229416,186.675293,144.797272,185.375168,185.375168,387369600
2005-11-01,185.235687,214.814819,183.816010,201.698990,201.698990,424917100
2005-12-01,203.835968,222.271866,198.759995,206.655411,206.655411,399051300
2006-01-01,210.471100,236.667908,196.632965,215.522171,215.522171,600320200
2006-02-01,193.788635,202.491013,168.284225,180.632950,180.632950,597278500
2006-03-01,183.591858,198.755020,165.155960,194.271820,194.271820,615825400
2006-04-01,194.037704,224.518448,193.240692,208.189651,208.189651,372016400
2006-05-01,208.453659,208.936859,179.611771,185.215759,185.215759,353196300
2006-06-01,186.072556,208.882065,185.106171,208.882065,208.882065,285826500
2006-07-01,209.235733,213.146072,188.139801,192.578171,192.578171,255998000
2006-08-01,191.835953,194.271820,181.001556,188.558243,188.558243,214743800
2006-09-01,189.783646,208.563248,187.656616,200.199600,200.199600,244011500
2006-10-01,200.199600,245.061447,198.351532,237.305527,237.305527,318214300
2006-11-01,238.486099,255.542160,231.661682,241.499802,241.499802,237766300
2006-12-01,242.082611,245.280624,225.325424,229.380234,229.380234,184013900
2007-01-01,232.129913,255.542160,229.694046,249.813644,249.813644,250106500
2007-02-01,252.055237,252.060211,220.692795,223.885818,223.885818,228680500
2007-03-01,220.508484,232.129913,217.684067,228.224564,228.224564,237115900
2007-04-01,228.025299,245.330444,225.215836,234.809875,234.809875,186612000
2007-05-01,235.213364,253.440048,227.850952,248.025345,248.025345,199907700
2007-06-01,249.564575,266.496094,247.865936,260.374054,260.374054,259062100
2007-07-01,261.763855,278.247070,248.508530,254.047760,254.047760,234133400
2007-08-01,254.296829,262.426361,239.332916,256.662964,256.662964,178064000
2007-09-01,256.548401,284.827393,254.486130,282.575836,282.575836,139346100
2007-10-01,283.920807,352.179932,283.741455,352.179932,352.179932,312065000
2007-11-01,350.082794,372.224823,306.859802,345.206085,345.206085,344233500
2007-12-01,344.214813,361.046722,325.031708,344.448914,344.448914,171265700
2008-01-01,345.141327,347.382935,258.530975,281.096375,281.096375,316759700
2008-02-01,263.347900,269.509796,222.590683,234.710251,234.710251,355697700
2008-03-01,234.874634,235.477371,205.285538,219.412582,219.412582,292320500
2008-04-01,223.034012,291.337982,219.676605,286.072723,286.072723,287159100
2008-05-01,288.075226,300.100159,267.900848,291.806244,291.806244,210048000
2008-06-01,290.162415,292.922058,256.583252,262.227112,262.227112,188269900
2008-07-01,258.819885,276.802490,231.930664,235.990448,235.990448,208950000
2008-08-01,235.372772,254.376541,230.087570,230.779984,230.779984,138142500
